Continent ID,Continent,Country ID,Country,ISO 3,Trade Value
na,North America,nacuw,Cura̤ao,cuw,101059871
na,North America,nadom,Dominican Republic,dom,37
na,North America,nagtm,Guatemala,gtm,83876165
na,North America,nalca,Saint Lucia,lca,125
na,North America,namaf,Saint Martin,maf,16
na,North America,namex,Mexico,mex,15619171387
na,North America,nanic,Nicaragua,nic,40507422
na,North America,napan,Panama,pan,73285310
na,North America,natto,Trinidad and Tobago,tto,364043192
na,North America,nausa,United States,usa,9517456698
oc,Oceania,ocaus,Australia,aus,3777993271
oc,Oceania,ocfji,Fiji,fji,3171
oc,Oceania,ocgum,Guam,gum,3
